date,areaName,areaCode,newCasesBySpecimenDate,cumCasesBySpecimenDate
2020-06-02,Scotland,S92000003,45,17762
2020-06-01,Scotland,S92000003,38,17717
2020-05-31,Scotland,S92000003,23,17679
2020-05-30,Scotland,S92000003,40,17656
2020-05-29,Scotland,S92000003,29,17616
2020-05-28,Scotland,S92000003,55,17587
2020-05-27,Scotland,S92000003,66,17532
2020-05-26,Scotland,S92000003,77,17466
2020-05-25,Scotland,S92000003,97,17389
2020-05-24,Scotland,S92000003,54,17292
2020-05-23,Scotland,S92000003,50,17238
2020-05-22,Scotland,S92000003,92,17188
2020-05-21,Scotland,S92000003,111,17096
2020-05-20,Scotland,S92000003,121,16985
2020-05-19,Scotland,S92000003,182,16864
2020-05-18,Scotland,S92000003,140,16682
2020-05-17,Scotland,S92000003,92,16542
2020-05-16,Scotland,S92000003,103,16450
2020-05-15,Scotland,S92000003,152,16347
2020-05-14,Scotland,S92000003,212,16195
2020-05-13,Scotland,S92000003,198,15983
2020-05-12,Scotland,S92000003,231,15785
2020-05-11,Scotland,S92000003,261,15554
2020-05-10,Scotland,S92000003,150,15293
2020-05-09,Scotland,S92000003,177,15143
2020-05-08,Scotland,S92000003,254,14966
2020-05-07,Scotland,S92000003,290,14712
2020-05-06,Scotland,S92000003,306,14422
2020-05-05,Scotland,S92000003,288,14116
2020-05-04,Scotland,S92000003,329,13828
2020-05-03,Scotland,S92000003,189,13499
2020-05-02,Scotland,S92000003,217,13310
2020-05-01,Scotland,S92000003,368,13093
2020-04-30,Scotland,S92000003,335,12725
2020-04-29,Scotland,S92000003,430,12390
2020-04-28,Scotland,S92000003,380,11960
2020-04-27,Scotland,S92000003,430,11580
2020-04-26,Scotland,S92000003,172,11150
2020-04-25,Scotland,S92000003,184,10978
2020-04-24,Scotland,S92000003,305,10794
2020-04-23,Scotland,S92000003,314,10489
2020-04-22,Scotland,S92000003,340,10175
2020-04-21,Scotland,S92000003,399,9835
2020-04-20,Scotland,S92000003,776,9436
2020-04-19,Scotland,S92000003,159,8660
2020-04-18,Scotland,S92000003,264,8501
2020-04-17,Scotland,S92000003,394,8237
2020-04-16,Scotland,S92000003,428,7843
2020-04-15,Scotland,S92000003,331,7415
2020-04-14,Scotland,S92000003,346,7084
2020-04-13,Scotland,S92000003,359,6738
2020-04-12,Scotland,S92000003,220,6379
2020-04-11,Scotland,S92000003,185,6159
2020-04-10,Scotland,S92000003,329,5974
2020-04-09,Scotland,S92000003,304,5645
2020-04-08,Scotland,S92000003,343,5341
2020-04-07,Scotland,S92000003,351,4998
2020-04-06,Scotland,S92000003,404,4647
2020-04-05,Scotland,S92000003,225,4243
2020-04-04,Scotland,S92000003,260,4018
2020-04-03,Scotland,S92000003,379,3758
2020-04-02,Scotland,S92000003,355,3379
2020-04-01,Scotland,S92000003,384,3024
2020-03-31,Scotland,S92000003,340,2640
2020-03-30,Scotland,S92000003,321,2300
2020-03-29,Scotland,S92000003,197,1979
2020-03-28,Scotland,S92000003,205,1782
2020-03-27,Scotland,S92000003,274,1577
2020-03-26,Scotland,S92000003,223,1303
2020-03-25,Scotland,S92000003,187,1080
2020-03-24,Scotland,S92000003,167,893
2020-03-23,Scotland,S92000003,138,726
2020-03-22,Scotland,S92000003,75,588
2020-03-21,Scotland,S92000003,66,513
2020-03-20,Scotland,S92000003,83,447
2020-03-19,Scotland,S92000003,49,364
2020-03-18,Scotland,S92000003,41,315
2020-03-17,Scotland,S92000003,43,274
2020-03-16,Scotland,S92000003,21,231
2020-03-15,Scotland,S92000003,12,210
2020-03-14,Scotland,S92000003,19,198
2020-03-13,Scotland,S92000003,48,179
2020-03-12,Scotland,S92000003,38,131
2020-03-11,Scotland,S92000003,26,93
2020-03-10,Scotland,S92000003,21,67
2020-03-09,Scotland,S92000003,16,46
2020-03-08,Scotland,S92000003,3,30
2020-03-07,Scotland,S92000003,6,27
2020-03-06,Scotland,S92000003,6,21
2020-03-05,Scotland,S92000003,2,15
2020-03-04,Scotland,S92000003,6,13
2020-03-03,Scotland,S92000003,3,7
2020-03-02,Scotland,S92000003,1,4
2020-03-01,Scotland,S92000003,2,3
2020-02-29,Scotland,S92000003,0,1
2020-02-28,Scotland,S92000003,1,1
2020-10-26,Wales,W92000004,5,45046
2020-10-25,Wales,W92000004,68,45041
2020-10-24,Wales,W92000004,444,44973
2020-10-23,Wales,W92000004,1068,44529
2020-10-22,Wales,W92000004,1026,43461
2020-10-21,Wales,W92000004,1256,42435
2020-10-20,Wales,W92000004,1231,41179
2020-10-19,Wales,W92000004,1108,39948
2020-10-18,Wales,W92000004,715,38840
2020-10-17,Wales,W92000004,708,38125
2020-10-16,Wales,W92000004,952,37417
2020-10-15,Wales,W92000004,791,36465
2020-10-14,Wales,W92000004,904,35674
2020-10-13,Wales,W92000004,952,34770
2020-10-12,Wales,W92000004,782,33818
2020-10-11,Wales,W92000004,615,33036
2020-10-10,Wales,W92000004,619,32421
2020-10-09,Wales,W92000004,782,31802
2020-10-08,Wales,W92000004,828,31020
2020-10-07,Wales,W92000004,848,30192
2020-10-06,Wales,W92000004,770,29344
2020-10-05,Wales,W92000004,703,28574
2020-10-04,Wales,W92000004,614,27871
2020-10-03,Wales,W92000004,518,27257
2020-10-02,Wales,W92000004,599,26739
2020-10-01,Wales,W92000004,623,26140
2020-09-30,Wales,W92000004,596,25517
2020-09-29,Wales,W92000004,466,24921
2020-09-28,Wales,W92000004,426,24455
2020-09-27,Wales,W92000004,317,24029
2020-09-26,Wales,W92000004,403,23712
2020-09-25,Wales,W92000004,385,23309
2020-09-24,Wales,W92000004,316,22924
2020-09-23,Wales,W92000004,378,22608
2020-09-22,Wales,W92000004,379,22230
2020-09-21,Wales,W92000004,309,21851
2020-09-20,Wales,W92000004,252,21542
2020-09-19,Wales,W92000004,280,21290
2020-09-18,Wales,W92000004,246,21010
2020-09-17,Wales,W92000004,261,20764
2020-09-16,Wales,W92000004,207,20503
2020-09-15,Wales,W92000004,164,20296
2020-09-14,Wales,W92000004,191,20132
2020-09-13,Wales,W92000004,165,19941
2020-09-12,Wales,W92000004,140,19776
2020-09-11,Wales,W92000004,145,19636
2020-09-10,Wales,W92000004,186,19491
2020-09-09,Wales,W92000004,158,19305
2020-09-08,Wales,W92000004,143,19147
2020-09-07,Wales,W92000004,159,19004
2020-09-06,Wales,W92000004,131,18845
2020-09-05,Wales,W92000004,128,18714
2020-09-04,Wales,W92000004,149,18586
2020-09-03,Wales,W92000004,125,18437
2020-09-02,Wales,W92000004,95,18312
2020-09-01,Wales,W92000004,57,18217
2020-08-31,Wales,W92000004,44,18160
2020-08-30,Wales,W92000004,46,18116
2020-08-29,Wales,W92000004,44,18070
2020-08-28,Wales,W92000004,52,18026
2020-08-27,Wales,W92000004,50,17974
2020-08-26,Wales,W92000004,44,17924
2020-08-25,Wales,W92000004,50,17880
2020-08-24,Wales,W92000004,36,17830
2020-08-23,Wales,W92000004,11,17794
2020-08-22,Wales,W92000004,19,17783
2020-08-21,Wales,W92000004,23,17764
2020-08-20,Wales,W92000004,31,17741
2020-08-19,Wales,W92000004,35,17710
2020-08-18,Wales,W92000004,38,17675
2020-08-17,Wales,W92000004,19,17637
2020-08-16,Wales,W92000004,18,17618
2020-08-15,Wales,W92000004,10,17600
2020-08-14,Wales,W92000004,17,17590
2020-08-13,Wales,W92000004,17,17573
2020-08-12,Wales,W92000004,24,17556
2020-08-11,Wales,W92000004,27,17532
2020-08-10,Wales,W92000004,19,17505
2020-08-09,Wales,W92000004,8,17486
2020-08-08,Wales,W92000004,5,17478
2020-08-07,Wales,W92000004,15,17473
2020-08-06,Wales,W92000004,22,17458
2020-08-05,Wales,W92000004,22,17436
2020-08-04,Wales,W92000004,24,17414
2020-08-03,Wales,W92000004,22,17390
2020-08-02,Wales,W92000004,14,17368
2020-08-01,Wales,W92000004,16,17354
2020-07-31,Wales,W92000004,16,17338
2020-07-30,Wales,W92000004,30,17322
2020-07-29,Wales,W92000004,27,17292
2020-07-28,Wales,W92000004,27,17265
2020-07-27,Wales,W92000004,23,17238
2020-07-26,Wales,W92000004,35,17215
2020-07-25,Wales,W92000004,24,17180
2020-07-24,Wales,W92000004,30,17156
2020-07-23,Wales,W92000004,31,17126
2020-07-22,Wales,W92000004,25,17095
2020-07-21,Wales,W92000004,61,17070
2020-07-20,Wales,W92000004,43,17009
2020-07-19,Wales,W92000004,10,16966
2020-07-18,Wales,W92000004,11,16956
2020-07-17,Wales,W92000004,17,16945
2020-07-16,Wales,W92000004,25,16928
2020-07-15,Wales,W92000004,18,16903
2020-07-14,Wales,W92000004,23,16885
2020-07-13,Wales,W92000004,24,16862
2020-07-12,Wales,W92000004,10,16838
2020-07-11,Wales,W92000004,12,16828
2020-07-10,Wales,W92000004,29,16816
2020-07-09,Wales,W92000004,22,16787
2020-07-08,Wales,W92000004,14,16765
2020-07-07,Wales,W92000004,28,16751
2020-07-06,Wales,W92000004,35,16723
2020-07-05,Wales,W92000004,12,16688
2020-07-04,Wales,W92000004,9,16676
2020-07-03,Wales,W92000004,19,16667
2020-07-02,Wales,W92000004,28,16648
2020-07-01,Wales,W92000004,27,16620
2020-06-30,Wales,W92000004,35,16593
2020-06-29,Wales,W92000004,43,16558
2020-06-28,Wales,W92000004,28,16515
2020-06-27,Wales,W92000004,140,16487
2020-06-26,Wales,W92000004,19,16347
2020-06-25,Wales,W92000004,60,16328
2020-06-24,Wales,W92000004,37,16268
2020-06-23,Wales,W92000004,131,16231
2020-06-22,Wales,W92000004,66,16100
2020-06-21,Wales,W92000004,76,16034
2020-06-20,Wales,W92000004,47,15958
2020-06-19,Wales,W92000004,140,15911
2020-06-18,Wales,W92000004,62,15771
2020-06-17,Wales,W92000004,64,15709
2020-06-16,Wales,W92000004,82,15645
2020-06-15,Wales,W92000004,66,15563
2020-06-14,Wales,W92000004,54,15497
2020-06-13,Wales,W92000004,70,15443
2020-06-12,Wales,W92000004,75,15373
2020-06-11,Wales,W92000004,66,15298
2020-06-10,Wales,W92000004,67,15232
2020-06-09,Wales,W92000004,62,15165
2020-06-08,Wales,W92000004,74,15103
2020-06-07,Wales,W92000004,34,15029
2020-06-06,Wales,W92000004,53,14995
2020-06-05,Wales,W92000004,55,14942
2020-06-04,Wales,W92000004,60,14887
2020-06-03,Wales,W92000004,75,14827
2020-06-02,Wales,W92000004,73,14752
2020-06-01,Wales,W92000004,64,14679
2020-05-31,Wales,W92000004,46,14615
2020-05-30,Wales,W92000004,70,14569
2020-05-29,Wales,W92000004,106,14499
2020-05-28,Wales,W92000004,102,14393
2020-05-27,Wales,W92000004,118,14291
2020-05-26,Wales,W92000004,102,14173
2020-05-25,Wales,W92000004,105,14071
2020-05-24,Wales,W92000004,82,13966
2020-05-23,Wales,W92000004,123,13884
2020-05-22,Wales,W92000004,137,13761
2020-05-21,Wales,W92000004,132,13624
2020-05-20,Wales,W92000004,166,13492
2020-05-19,Wales,W92000004,213,13326
2020-05-18,Wales,W92000004,168,13113
2020-05-17,Wales,W92000004,118,12945
2020-05-16,Wales,W92000004,166,12827
2020-05-15,Wales,W92000004,179,12661
2020-05-14,Wales,W92000004,132,12482
2020-05-13,Wales,W92000004,153,12350
2020-05-12,Wales,W92000004,150,12197
2020-05-11,Wales,W92000004,178,12047
2020-05-10,Wales,W92000004,107,11869
2020-05-09,Wales,W92000004,136,11762
2020-05-08,Wales,W92000004,115,11626
2020-05-07,Wales,W92000004,176,11511
2020-05-06,Wales,W92000004,171,11335
2020-05-05,Wales,W92000004,175,11164
2020-05-04,Wales,W92000004,139,10989
2020-05-03,Wales,W92000004,105,10850
2020-05-02,Wales,W92000004,179,10745
2020-05-01,Wales,W92000004,176,10566
2020-04-30,Wales,W92000004,200,10390
2020-04-29,Wales,W92000004,176,10190
2020-04-28,Wales,W92000004,153,10014
2020-04-27,Wales,W92000004,172,9861
2020-04-26,Wales,W92000004,121,9689
2020-04-25,Wales,W92000004,136,9568
2020-04-24,Wales,W92000004,213,9432
2020-04-23,Wales,W92000004,201,9219
2020-04-22,Wales,W92000004,253,9018
2020-04-21,Wales,W92000004,259,8765
2020-04-20,Wales,W92000004,281,8506
2020-04-19,Wales,W92000004,181,8225
2020-04-18,Wales,W92000004,247,8044
2020-04-17,Wales,W92000004,324,7797
2020-04-16,Wales,W92000004,363,7473
2020-04-15,Wales,W92000004,361,7110
2020-04-14,Wales,W92000004,317,6749
2020-04-13,Wales,W92000004,273,6432
2020-04-12,Wales,W92000004,247,6159
2020-04-11,Wales,W92000004,247,5912
2020-04-10,Wales,W92000004,308,5665
2020-04-09,Wales,W92000004,391,5357
2020-04-08,Wales,W92000004,386,4966
2020-04-07,Wales,W92000004,386,4580
2020-04-06,Wales,W92000004,383,4194
2020-04-05,Wales,W92000004,223,3811
2020-04-04,Wales,W92000004,282,3588
2020-04-03,Wales,W92000004,330,3306
2020-04-02,Wales,W92000004,336,2976
2020-04-01,Wales,W92000004,327,2640
2020-03-31,Wales,W92000004,277,2313
2020-03-30,Wales,W92000004,343,2036
2020-03-29,Wales,W92000004,159,1693
2020-03-28,Wales,W92000004,167,1534
2020-03-27,Wales,W92000004,193,1367
2020-03-26,Wales,W92000004,177,1174
2020-03-25,Wales,W92000004,190,997
2020-03-24,Wales,W92000004,141,807
2020-03-23,Wales,W92000004,133,666
2020-03-22,Wales,W92000004,76,533
2020-03-21,Wales,W92000004,75,457
2020-03-20,Wales,W92000004,73,382
2020-03-19,Wales,W92000004,60,309
2020-03-18,Wales,W92000004,36,249
2020-03-17,Wales,W92000004,37,213
2020-03-16,Wales,W92000004,37,176
2020-03-15,Wales,W92000004,32,139
2020-03-14,Wales,W92000004,19,107
2020-03-13,Wales,W92000004,28,88
2020-03-12,Wales,W92000004,25,60
2020-03-11,Wales,W92000004,15,35
2020-03-10,Wales,W92000004,12,20
2020-03-09,Wales,W92000004,3,8
2020-03-08,Wales,W92000004,1,5
2020-03-07,Wales,W92000004,2,4
2020-03-06,Wales,W92000004,0,2
2020-03-05,Wales,W92000004,0,2
2020-03-04,Wales,W92000004,1,2
2020-03-03,Wales,W92000004,0,1
2020-03-02,Wales,W92000004,0,1
2020-03-01,Wales,W92000004,0,1
2020-02-29,Wales,W92000004,0,1
2020-02-28,Wales,W92000004,0,1
2020-02-27,Wales,W92000004,1,1

